AppID,Name,Published Date,Original Price,Discount Price,Discount %,Reviews Count,Reviews Positive,Review Label,Search Filter,Number Of Players,Controller Support,OS
3419520,Quarantine Zone: The Last Check,"12 Jan, 2026",Rp 165 999,Rp 124 499,-25%,5235,81%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
444200,World of Tanks Blitz,"9 Nov, 2016",Free,Free,N/A,24388,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP",N/A,"Windows, macOS"
960090,Bloons TD 6,"17 Dec, 2018",Rp 89 999,Rp 89 999,N/A,226671,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,"Windows, macOS"
2479810,Gray Zone Warfare,"30 Apr, 2024",Rp 488 000,Rp 488 000,N/A,45536,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
2627260,NINJA GAIDEN 4,"20 Oct, 2025",Rp 899 999,Rp 539 999,-40%,2583,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1149460,ICARUS,"3 Dec, 2021",Rp 284 999,Rp 284 999,N/A,29686,76%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
397540,Borderlands 3,"13 Mar, 2020",Rp 555 000,Rp 55 500,-90%,59841,81%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1941540,Mafia: The Old Country,"7 Aug, 2025",Rp 570 000,Rp 399 000,-30%,8800,71%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1243830,Overcooked! All You Can Eat,"23 Mar, 2021",Rp 299 999,Rp 89 999,-70%,1576,70%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3010850,Gears of War: E-Day,"6 Oct, 2026",Rp 899 000,Rp 899 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
637650,FINAL FANTASY XV WINDOWS EDITION,"6 Mar, 2018",Rp 695 000,Rp 278 000,-60%,17654,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2552430,KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,"13 Jun, 2024",Rp 569 000,Rp 569 000,N/A,6716,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
767560,War Robots,"4 Apr, 2018",Free,Free,N/A,12343,59%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP",N/A,Windows
1913370,OPERATOR,"1 Aug, 2023",Rp 165 999,Rp 165 999,N/A,4635,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,Windows
2075800,STAR WARS Zero Company™,"27 Aug, 2026",Rp 569 000,Rp 569 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1458140,Pacific Drive,"21 Feb, 2024",Rp 245 999,Rp 81 179,-67%,13805,83%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
585420,Trailmakers,"18 Sep, 2019",Rp 119 999,Rp 23 999,-80%,21436,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
304390,FOR HONOR™,"13 Feb, 2017",Rp 349 000,Rp 349 000,N/A,57606,69%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",Xbox Controller Support,Windows
3672400,Farever,"6 May, 2026",Rp 169 000,Rp 169 000,N/A,4261,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
221100,DayZ,"13 Dec, 2018",Rp 649 999,Rp 649 999,N/A,176337,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
3405340,Megabonk,"18 Sep, 2025",Rp 90 999,Rp 63 699,-30%,56227,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows"
4260530,Rina's Undercover Train Operation,"12 Jun, 2026",Rp 129 999,Rp 103 999,-20%,154,76%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
780310,The Riftbreaker,"14 Oct, 2021",Rp 245 999,Rp 73 799,-70%,9206,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
953490,CARRION,"23 Jul, 2020",Rp 165 999,Rp 16 599,-90%,16014,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
495420,State of Decay 2: Juggernaut Edition,"13 Mar, 2020",Rp 239 000,Rp 47 800,-80%,21620,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
288470,Fable Anniversary,"12 Sep, 2014",Rp 235 999,Rp 77 879,-67%,8573,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
761890,Albion Online,"16 May, 2018",Free,Free,N/A,26956,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
3198890,Scale the Depths,"28 May, 2026",Rp 94 499,Rp 94 499,N/A,775,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support","Windows, macOS"
602960,Barotrauma,"13 Mar, 2023",Rp 249 999,Rp 124 999,-50%,28055,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
221040,Resident Evil 6,"21 Mar, 2013",Rp 259 000,Rp 64 750,-75%,15361,72%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Singleplayer",Xbox Controller Support,Windows
1066890,Automobilista 2,"30 Jun, 2020",Rp 169 999,Rp 169 999,N/A,5450,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","LAN PvP, Multi-player, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows"
632360,Risk of Rain 2,"11 Aug, 2020",Rp 119 999,Rp 119 999,N/A,161427,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
4200760,Call of Duty®: Black Ops 7 - BlackCell (Season 04),"4 Jun, 2026",Rp 449 000,Rp 449 000,N/A,16,62%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Steam Input API Support, Xbox Controller Support",Windows
3681010,Nioh 3,"5 Feb, 2026",Rp 945 000,Rp 670 950,-29%,4470,81%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
1057090,Ori and the Will of the Wisps,"10 Mar, 2020",Rp 139 999,Rp 34 999,-75%,30811,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
2975950,Solasta II,"12 Mar, 2026",Rp 340 000,Rp 272 000,-20%,1461,76%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
21690,Resident Evil 5,"15 Sep, 2009",Rp 259 000,Rp 64 750,-75%,17715,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
550,Left 4 Dead 2,"16 Nov, 2009",Rp 90 999,Rp 90 999,N/A,228425,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support","SteamOS + Linux, Windows"
2723430,inKONBINI: One Store. Many Stories,"30 Apr, 2026",Rp 166 000,Rp 132 800,-20%,722,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
4731620,Fortune Mill,"2 Jun, 2026",Rp 76 999,Rp 76 999,N/A,1799,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"Windows, macOS"
1092790,Inscryption,"19 Oct, 2021",Rp 119 999,Rp 47 999,-60%,75428,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"SteamOS + Linux, Windows, macOS"
2211170,Unrailed 2: Back on Track,"11 Jun, 2026",Rp 270 399,Rp 123 119,-54%,1606,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support","Windows, macOS"
3219030,Planet Zoo 2,"13 Oct, 2026",Rp 489 999,Rp 489 999,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3796260,"Expansion - Hearts of Iron IV: No Compromise, No Surrender","20 Nov, 2025",Rp 338 999,Rp 271 199,-20%,1601,33%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
3079210,Hell Let Loose: Vietnam,"13 Aug, 2026",Rp 343 102,Rp 308 792,-10%,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP",Xbox Controller Support,Windows
291550,Brawlhalla,"17 Oct, 2017",Free,Free,N/A,175650,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support","Windows, macOS"
4032350,EA SPORTS™ College Football 27,"9 Jul, 2026",Rp 799 000,Rp 799 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
322170,Geometry Dash,"22 Dec, 2014",Rp 47 499,Rp 47 499,N/A,282283,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,"Windows, macOS"
645390,Factorio: Space Age,"21 Oct, 2024",Rp 300 000,Rp 300 000,N/A,4210,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, Multi-player, Online Co-op, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
2426960,Summoners War,"7 Jan, 2024",Free,Free,N/A,3952,66%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP",Xbox Controller Support,Windows
2305500,FAIRY TAIL: DUNGEONS,"26 Aug, 2024",Rp 122 999,Rp 61 499,-50%,722,92%,Very Positive,topsellers,Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",macOS
1607250,MY HERO ULTRA RUMBLE,"28 Sep, 2023",Free,Free,N/A,12405,66%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
2948190,World of Sea Battle,"21 Oct, 2025",Free,Free,N/A,2917,71%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
4244510,Pratfall,"20 Apr, 2026",Rp 69 999,Rp 69 999,N/A,1655,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2605790,Deep Rock Galactic: Rogue Core,"20 May, 2026",Rp 188 999,Rp 188 999,N/A,6417,69%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
599140,Graveyard Keeper,"15 Aug, 2018",Rp 165 999,Rp 33 199,-80%,17283,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1426210,It Takes Two Friend's Pass,"25 May, 2021",N/A,N/A,N/A,46966,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Shared/Split Screen, Shared/Split Screen Co-op","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3280350,DEATH STRANDING 2: ON THE BEACH,"19 Mar, 2026",Rp 1 029 000,Rp 1 029 000,N/A,5080,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
1295660,Sid Meier's Civilization VII,"10 Feb, 2025",Rp 799 000,Rp 799 000,N/A,28045,51%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, LAN PvP, Multi-player, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
2670630,Supermarket Simulator,"19 Jun, 2025",Rp 169 999,Rp 169 999,N/A,33633,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","Windows, macOS"
2878450,Master of Command,"27 Oct, 2025",Rp 219 999,Rp 175 999,-20%,2291,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
1945340,Destiny 2: Lightfall,"28 Feb, 2023",Rp 349 999,Rp 17 499,-95%,6413,31%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
766570,Russian Fishing 4,"10 Nov, 2021",Free,Free,N/A,7367,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer",N/A,Windows
1716740,Starfield,"5 Sep, 2023",Rp 699 000,Rp 699 000,N/A,85087,57%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
774361,Blasphemous,"10 Sep, 2019",Rp 199 999,Rp 19 999,-90%,18677,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1643320,S.T.A.L.K.E.R. 2: Heart of Chornobyl,"20 Nov, 2024",Rp 665 000,Rp 665 000,N/A,42075,76%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Xbox Controller Support",Windows
